Name,Nationality,Sport
Martin Smith (swimmer),,Swimmer
Hermann Panzo,France,French athlete
Hervé Granger-Veyron,France,Fencer
Christina Lathan,Cameroon,East German sprinter
Christopher Dean,England,English figure skater
Wendy Weinberg,United States,American swimmer Olympic bronze medalist
José Manuel Abascal,Spain,Athletics (sport) competitor
Karen O'Connor,United States,American equestrian
Kimie Morita,,Volleyball
Jacques Lüthy,Alps,Alpine skier
Eric Verdonk,,Rower
Ermin Velić,,Handball
Thomas Eriksson (ice hockey),Sweden,Ice Hockey
Thomas Springel,,Handball
Tom Erik Oxholm,,Speed skater
Lynn Silliman,United States,Olympic medalists in rowing
Greet Hellemans,,Rower
Greg Barton,,Olympic canoeist
Greg Johnston (rower),,Rower
Guido Grabow,,Rower
Håkan Södergren,Sweden,Ice Hockey
Yvonne Buter,,Field hockey
Frode Rønning,Norway,Speed skater
Fyodor Cherenkov,Soviet Union,Russian footballer
Gaby Bußmann,,Athletics (sport) competitor
Gary Abraham,United Kingdom,Swimmer
Patrick Barré,France,French athlete
Pelle Lindbergh,Sweden,Ice Hockey
Per Rasmussen,Denmark,Rower
Peter Allam,United Kingdom,Sailor
Peter Angerer,Germany,German biathlete
Dennis Koslowski,United States,Olympic wrestler
Desai Williams,,Athletics (sport) competitor
Robyn Maher,,Basketball
Roland Wetzig,Germany,Bobsledder
Ronald Weigel,,Athletics (sport) competitor
Sören Claeson,Sweden,Olympic wrestler
Mike Hughes (rower),,Rower
Mircea Fulger,,Boxer
Ursula Konzett,Alps,Alpine skier
Uwe Schwenker,Germany,Handball
Vagiz Khidiyatullin,Soviet Union,Russian footballer
Valdemaras Chomičius,Soviet Union,Basketball
Sergei Alifirenko,,Sport shooter
Seth Bauer,United States,Olympic Rower
Siegfried Roch,,Handball
Stefano Malinverni,Italy,Athletics (sport) competitor
Stephen Martin (field hockey),,Field hockey
Hansjörg Kunze,,Athletics (sport) competitor
Heidi-Elke Gaugel,Germany,German sprinter
Henryk Petrich,,Boxer
Kornelia Kunisch,,Handball
Ladislav Švanda,,Cross-country skier
Marc Alexandre,,Judoka
Maricel Voinea,,Handball
Mark Kerry,Australia,Australian swimmer
Janusz Pawłowski,Poland,Polish judoka
Janusz Zarenkiewicz,Poland,Polish boxer
Edward Liddie,United States,Judoka
Jovica Nikolić,Yugoslavia,Serbian football player/manager
Jukka Rauhala,,Olympic wrestler
Becky Smith,Canada,Canadian wimmer
Anne Jardin,Canada,Canadian swimmer
Armin Görtz,Germany,German footballer
Oleg Zagorodnev,Soviet Union,Field hockey
Orlando Maldonado,,Boxer
Paolo Vecchi,,Volleyball
Pascal Barré,France,French athlete
Pascal Boucherit,,Canoe racer
Philippe Boccara,,Canoe racer
Philippe Médard,France,Handball
Aleksandar Petrović (basketball),Yugoslavia,Basketball
Aleksandr Goncharov,Soviet Union,Field hockey
Aleksandr Miasnikov,Soviet Union,Field hockey
Aleksandr Sychyov,Soviet Union,Field hockey
Alexander Belostenny,,Basketball
Richard Dodds,,Field hockey
Richard Leman,,Field hockey
Roberto Manzi,Italy,Italian fencer
David López-Zubero,Spain,Spanish-American college swimmer international swimmer Olympic bronze medalist swimming coach
Davis Phinney,United States,Road bicycle racer
George Keys,,Rower
Gertrúd Stefanek,Hungary,Fencer
Giancarlo Dametto,Italy,Volleyball
Giovanni Scalzo,Italy,Fencer
Miyoko Hirose,,Volleyball
Mykhailo Tyshko,Ukraine,Fencer
Nataliya Matryuk,Soviet Union,Handball
Beth Heiden,United States,American speed skater and racing cyclist
Vickey Dixon,,Field hockey
Walter Pichler,,Olympic Biathlete
Joël Bettin,,Canoe racer
Andrey Luhin,,Rower
Andy Holmes,United Kingdom,Rower
Lesley Thompson,,Rower
Li Kongzheng,China,Diver
Li Meisu,,Athletics (sport) competitor
Ferdinando Meglio,Italy,Fencer
Florin Mina,Romania,Volleyball
Franco Bertoli,Italy,Volleyball
Mats Näslund,Sweden,Ice Hockey
Mauro Zuliani,Italy,Italian sprinter
Nina Fout,United States,Olympic equestrian
Hugh Russell,,Boxer
Ihar Maystrenko,,Rower
Christa Luding,Germany,German racing cyclist
Christian Schreier,Germany,German footballer and manager
Claudiu Eugen Ionescu,,Handball
Claus Erhorn,,Equestrian
Saïd Aouita,Morocco,Moroccan runner Olympic and world 5000 m champion
Sabine Becker,Germany,German speed skater
Abdelhak Achik,,Boxer
Colin Beashel,,Sailor
Dagmar Lurz,Germany,German figure skater
Damir Škaro,Croatia,Croatian boxer and politician
Jonas Pinskus,,Rower
Jonathan McKee,,Sailor
Josef Reiter (judoka),,Judoka
Katalin Tuschák,Hungary,Hungarian fencer
Kathy Johnson,,Gymnast
Katrin Krüger,,Handball
Iris Völkner,Germany,Rower
István Szelei,Hungary,Hungarian fencer
István Udvardi,Hungary,Hungarian water polo player
Ivailo Marinov,,Boxer
Ivar Stukolkin,Soviet Union,Swimmer
Ján Franek,,Boxer
Jürgen Schröder (water polo),Germany,Water polo player
Ellen Becker,Germany,Rower
Ellina Zvereva,Belarus,Belarusian athlete
Thierry Vigneron,,Athletics (sport) competitor
Thomas Rundqvist,Sweden,Ice Hockey
Luís Onmura,,Judoka
Ludvík Vébr,,Rower
Lynn Jennings,United States,American long-distance runner
Lynn Kanuka-Williams,,Athletics (sport) competitor
Manfred Nerlinger,Germany,Olympic weightlifter
Manfred Zielonka,Poland,German boxer
Hagen Stamm,,Water polo player
Hanne Eriksen,Denmark,Rower
Yōsuke Yamamoto (judoka),Japan,Japanese judoka
Yelena Zhupiyeva-Vyazova,Ukraine,Ukrainian athlete
Yoko Kagabu,,Volleyball
Patrick Groc,France,Fencer
Paul MacDonald,,Canoe racer
Perrine Pelen,Alps,Alpine skier
Dennis Stewart (judoka),,Judoka
Don Symon,,Rower
Ron Kiefel,United States,American racing cyclist
Roy Heiner,,Olympic sailor
Michael Jessen,Denmark,Rower
Mike Swain,United States,Judoka
Mirko Bašić,,Handball
Tomas Jonsson,Sweden,Ice Hockey
Tomislav Ivković,Yugoslavia,Croatian football player/manager
Tommy Samuelsson,Sweden,Ice Hockey
Tonie Campbell,,Athletics (sport) competitor
Tony Willis,England,Boxer
Torben Grael,Brazil,Sailor
Sergei Kopylov,Soviet Union,Soviet racing cyclist
Sergei Ponomarenko,United States,Figure skater
Shinji Hosokawa,,Judoka
Hendrik Jan Kooijman,,Field hockey
Krzysztof Kosedowski,Poland,Polish boxer
Kyoko Ishida,,Volleyball
Laetitia Meignan,,Judoka
Lars-Gunnar Pettersson,Sweden,Ice Hockey
Lars Nielsen,Denmark,Rower
Marcus Mattioli,Brazil,Swimmer
Marek Dopierała,Poland,Polish canoeist
Marieke van Doorn,,Field hockey
Marius Căta-Chiţiga,Romania,Volleyball
Marko Elsner,Slovenia,retired Slovenian football player who played the defender position
Jari Kurri,Finland,Ice Hockey
Judy Strong,United States,Field hockey
Barbara Mensing,,Archer
Barrie Mabbott,,Rower
Annelies Maas,Netherlands,Swimmer
António Leitão,Portugal,Athletics (sport) competitor
Antoine Richard,France,French athlete
Ole Gunnar Fidjestøl,Norway,Norwegian ski jumper
Oleksandr Mantsevych,,Rower
Oleksandr Tkachenko (rower),,Rower
Otakar Janecký,Czechoslovakia,Ice Hockey
Philippe Debureau,,Handball
Philippe Omnès,France,Fencer
Alexandru Buligan,,Handball
Rimas Kurtinaitis,Soviet Union,Basketball
Susanne Nielsson,,Swimmer
Sverre Løken,,Rower
Teodora Ungureanu,Romania,Gymnast
Gheorghe Dogărescu,,Handball
Giovanni Errichiello,Italy,Volleyball
Mohamed Zaoui,Algeria,Algerian boxer
Muhammed Memić,,Handball
Narcisco Suárez,,Canoe racer
Natalya Anisimova (handballer),Soviet Union,Handball
Nate Carr,,Olympic wrestler
Birgit Treiber,Germany,Swimmer
Branko Miljuš,Yugoslavia,footballer
Bruce Baumgartner,,Olympic wrestler
Bruno Rossetti,,Olympic bronze skeet shooting
Vanja Gesheva-Tsvetkova,,Canoe racer
Vladimir Dolgov,,Swimmer
Waldo Kantor,,Volleyball
Wang Yifu,China,Sport shooter
Jean-Luc Thiébaut,,Handball
Jeff Stork,United States,Volleyball
Anders Eldebrink,Sweden,Ice Hockey
Andrea Benelli,Italy,Sport shooter
Andrea Ehrig-Mitscherlich,Germany,Speed skater
Andreas Thiel,,Handball
Andrew Astbury,United Kingdom,Swimmer
Andriy Tishchenko,,Rower
Ljubomir Radanović,Yugoslavia,footballer
Frank Leistra,,Field hockey
Matthias Jacob,Germany,German biathlete
Mehmed Baždarević,Yugoslavia,Yugoslav footballer
Merlene Ottey,,Athletics (sport) competitor sprinter
Igor Larionov,Soviet Union,Ice Hockey
Igor Liba,Czechoslovakia,Ice Hockey
Igor Nikulin (athlete),Soviet Union,Soviet and Russian hammer thrower
Chris White (rower),,Rower
Christopher Rinke,,Olympic wrestler
Sean Kerly,,Field hockey
Akinobu Osako,,Judoka
Cameron Henning,,Swimmer
Costicǎ Olaru,,Canoe racer
John Millen (sailor),,Sailor
Johnny Gray,,Athletics (sport) competitor middle distance runner
Jonas Narmontas,,Rower
Kathleen McGahey,United States,Field hockey
Kathy Smallwood-Cook,United States,Athletics (sport) competitor
Kelly McCormick,United States,Diver
Kevin Lawton,,Rower
Kevin Still,United States,Former American Olympic rower.
Étienne Dagon,,Swimmer
Innocent Egbunike,Nigeria,Nigerian sprinter
Irfan Smajlagić,,Handball
István Busa,Hungary,Fencer
Ivan Pudar,Yugoslavia,Croatian footballer
János Váradi,Hungary,Boxer
Jörg Freimuth,Germany,German high jumper
Eric Jespersen,United States,Sailor
Esteban Martínez,,Volleyball
Tetyana Dorovskikh,,Athletics (sport) competitor
Gottlieb Taschler,Italy,Italian biathlete
Gustav Weder,,Bobsledder
Wolfram Wuttke,Germany,German footballer
Yang Xilan,China,Volleyball
Yordanka Donkova,,Athletics (sport) competitor
Zlatko Saračević,Croatia,Handball
Gabi Zange,Germany,German speed skater
Gavin Thredgold,,Rower
Georg Tallberg,,Sailor
Peter Evans (swimmer),United Kingdom,Australian swimmer
Didier Bouvet,Alps,Alpine skier
Didier Hoyer,,Canoe racer
Didier Vavasseur,,Canoe racer
Dimitrie Popescu,,Rower
Douglas Partie,United States,Volleyball
Rolando Pušnik,,Handball
Ross Tong,,Rower
Michael Schulz,Germany,German footballer
Mihai Cioc,,Judoka
Mikael Örn,Sweden,Swimmer
Miloslav Hořava,Czechoslovakia,Ice Hockey
Tony Sharpe,,Athletics (sport) competitor
Tracy Wilson,Canada,Figure skater
Ute Oberhoffner,Germany,Luger
Stephen Batchelor (field hockey),United Kingdom,Field hockey
Sterling Hinds,Canada,Athletics (sport) and football competitor
Steven Wood,Australia,Australian canoeist
Hans Sennewald,,Rower
Harriet van Ettekoven,,Rower
Kirsten Emmelmann,Germany,German sprinter
Marc Benninga,,Field hockey
Maria Filatova,Soviet Union,Gymnast
Marina Logvinenko,,Sport shooter
Marina Znak,,Rower
Marjolein Eijsvogel,,Field hockey
Dumitru Berbece,,Handball
Juris Tone,,Bobsledder
Angelo Mazzoni,Italy,Fencer
Anke Behmer,Germany,German heptathlete
Ansgar Wessling,,Rower
Arístides González,Puerto Rico,Boxer
Oleg Bozhev,,Speed skater
Ralf Sievers,Germany,German footballer
René Klaassen,Netherlands,Field hockey
Alain Portes,France,Handball
Robert Wells (boxer),United Kingdom,Boxer
Stjepan Deverić,Yugoslavia,Yugoslav/Croatian footballer
Sue Hearnshaw,United Kingdom,British athlete
Sun Xiulan,,Handball
Daniele Laumann,,Rower
David Mercer (weightlifter),United Kingdom,Weightlifter
Gintaras Krapikas,Soviet Union,Basketball
Myriam Fox-Jerusalmi,France,Canoe racer
Nadia Comăneci,Romania,Gymnast
Nancy Garapick,Canada,Canadian Olympic swimmer
Natalia Shaposhnikova,,Gymnast
Ben Johnson (sprinter),Jamaica,Athletics (sport) competitor
Ben Spijkers,,Judoka
Bernd Dittert,Germany,German racing cyclist
Bill Scherr,United States,Olympic wrestler
Blyth Tait,,Equestrian
Brad Gilbert,United States,Tennis player
Brenda Stauffer,United States,Field hockey
Brian Diemer,,Athletics (sport) competitor
Britt Pettersen,,Cross-country skier
Calvin Smith,United States,Runner
Vaughn Jefferis,,Equestrian
Veselin Vujović,,Handball
Vida Vencienė,Soviet Union,Cross-country skier
Viktor Deputatov,Soviet Union,Field hockey
Wang Mingxing,,Handball
Jette Sørensen,Denmark,Rower
Jill Sterkel,United States,American swimmer Olympic gold medalist former world record-holder college swimming coach
Jožef Holpert,,Handball
Anders Järryd,Sweden,Tennis player
Andrés Simón,,Athletics (sport) competitor
Andrew Nicholson (equestrian),,Equestrian
Li Lan,,Handball
Liu Yumei,,Handball
Fatima Whitbread,United Kingdom,British athlete; former javelin thrower
Frédéric Perez,,Handball
Mary King (equestrian),United Kingdom,British equestrian sportswoman
Mary Nevill (field hockey),,Field hockey
Nicolette Hellemans,,Rower
Hidde Kruize,,Field hockey
Ian Edmunds,,Rower
Ian Wright (rower),,Rower
Christa Kinshofer,Alps,Alpine skier
Chun Chil-Sung,,Boxer
Sabine Everts,,Athletics (sport) competitor
Sandra Jenkins,Canada,Curler
Sandy Lister,,Field hockey
Santiago Lange,,Sailor
Adrian Simion,,Handball
Agneta Andersson,,Canoe racer
Akira Kuroiwa,Japan,Japanese speed skater
Catharina Neelissen,,Rower
Werner Günthör,,Athletics (sport) competitor
Clyde Hefer,,Rower
Craig Muller,,Rower
Daniel Castellani,,Volleyball
Jon Uriarte,,Volleyball
Jonathan Smith (rower),,Olympic medalist in rowing
Karin Enke,Germany,Speed skater
Katrin Dörre-Heinig,,Athletics (sport) competitor
Kayoko Sugiyama,,Volleyball
Ken Wark,,Field hockey
Kim Jin-Ho,,Olympic medalist in archery
Kim Turner,,Athletics (sport) competitor
Éva Rakusz,,Canoe racer
Jörg Vaihinger,Germany,German sprinter
Jack Pierce (athlete),United States,American sprint hurdler
Jackie Joyner-Kersee,United States,Athletics (sport) competitor multi-event heptathlete long jumper hurdler
Emiko Odaka,,Volleyball
Ernst Reiter,Germany,German biathlete
Thomas Jefferson (athlete),,Athletics (sport) competitor
Thomas Lejdström,Sweden,Swimmer
Thomas Schwab,,Luger
Tim Daggett,,Gymnast
Tomáš Jelínek,Czechoslovakia,Ice Hockey
Lynda Cornet,,Rower
Magdalena Georgieva,,Rower
Goran Perkovac,,Handball
Gordana Perkučin,,Table tennis player
Graham Brookhouse,United States,Modern pentathlete
Guntis Osis,,Bobsledder
György Guczoghy,Hungary,Olympic gymnast
Yelena Kruglova,Soviet Union,Swimmer
Zheng Meizhu,China,Volleyball
Zlatko Portner,,Handball
Zsuzsanna Szőcs,Hungary,Fencer
František Procházka,,Ice Hockey
Galina Chistyakova,,Athletics (sport) competitor
Galina Malchugina,,Athletics (sport) competitor
Gao E (sport shooter),,Sport shooter
Paula Weishoff,United States,Volleyball
Pedro Nolasco,Dominican Republic,Boxer
Peter Åslin,Sweden,Ice Hockey
Rodica Arba,Romania,Olympic rower of Romania
Rolf Gölz,Germany,Road bicycle racer
Rudolf Povarnitsyn,Ukraine,Ukrainian high jumper
Michael Roth (handball),,Handball
Michael Söderlund,Sweden,Swimmer
Michel Nowak,,Judoka
Mirsad Baljić,Yugoslavia,Footballer
Tomas Johansson (wrestler),,Olympic wrestler
Tsutomu Sakamoto,Japan,Japanese racing cyclist
Tsvetanka Khristova,,Athletics (sport) competitor
Ulrich Roth (handballer),,Handball
Valentina Ilieva,,Volleyball
Seppo Räty,Finland,Athletics (sport) competitor
Slobodan Kuzmanovski,,Handball
Stig-Arne Gunnestad,,Curler
Heike Kemmer,,Equestrian
Heiko Habermann,Germany,Rower
Henning Lynge Jakobsen,,Canoe racer
Laurien Willemse,Netherlands,Field hockey
Manuela Mager,Germany,German pair skater
John Cutler (yachtsman),,Sailor
Jukka Tammi,Finland,Ice Hockey
Karen Brancourt,,Rower
Anne van Olst,,Equestrian
Olaf Heukrodt,,Canoe racer
Oleg Vitalyevich Makarov,United States,Russian pair skater
Olga Charvátová,Alps,Alpine skier
Raúl Quiroga,,Volleyball
Razif Sidek,Malaysia,Malaysian badminton player
René Schöfisch,,Speed skater
Philippe Renaud,,Canoe racer
Piotr Kiełpikowski,Poland,Fencer
Pius Schwizer,Switzerland,Equestrian
Robin Corsiglia,,Swimmer
Sunday Uti,Nigeria,Nigerian sprinter
Susan Chapman,,Rower
Susan DeMattei,United States,American racing cyclist
Svitlana Mankova,Soviet Union,Handball
Sylvia Albrecht,,Speed skater
Tammy Jackson,United States,Basketball
Evander Holyfield,United States,world champion boxer from the United States
Georgy Tenadze,Soviet Union,Judoka
Glenys Bakker,,Curler
Mustapha Moussa,Algeria,Boxer
Natalya Lapitskaya,Soviet Union,Handball
Bengt Baron,Sweden,Swimmer
Bernard Brégeon,,Canoe racer
Bojan Prešern,,Rower
Borislav Cvetković,Yugoslavia,footballer
Brian Shimer,,Bobsledder
Vladimir Sokolov (rower),,Rower
Vladimir Vokhmyanin,,Sport shooter
Vlado Čapljić,Yugoslavia,Yugoslav footballer
Jean-Pierre Amat,,Sport shooter
Jens Öhling,Sweden,Ice Hockey
Jiří Malec,,Ski jumper
André Wohllebe,Germany,Olympic canoeist
Andrea Lucchetta,,Volleyball
Andrey Lavrov,,Handball
Leopoldo Serantes,,Boxer
Li Yongbo,,Badminton player
Lloyd Langlois,,Freestyle skier
Franck Ducheix,Algeria,Fencer
Mary Ellen Clark,,Diver
Maryna Bazhanova,Soviet Union,Handball
Massimo Cavaliere,Italy,Italian fencer
Medina Dixon,,Basketball
Neil Brooks,Australia,Australian swimmer
Nenad Gračan,Yugoslavia,Croatian football player/manager
Nergüin Enkhbat,,Boxer
Nico Rienks,Netherlands,Rower
Norbert Keßlau,Germany,Rower
Hiroshi Yamamoto (archer),Japan,Japanese archer
Holger Fach,Germany,German football player and manager
Chen Yongyan,China,Olympic artistic gymnast
Christiane Knacke,,Swimmer
Christoph Langen,,Bobsledder
Claudia Zackiewicz,Germany,German hurdler
Sabine Busch,Germany,German hurdler and sprinter
Sandro Cuomo,Italy,Fencer
Carina Benninga,,Field hockey
Carmela Schmidt,Germany,Swimmer
Cathy Turner,,Short track speed skater
Charles McKee,,Sailor
Warren Potent,,Sport shooter
Cosimo Ferro,Italy,Italian fencer
Cristieana Cojocaru,,Athletics (sport) competitor
Dagmar Neubauer,Germany,German sprinter
Jonas Bergqvist,Sweden,Ice Hockey
Joni Nyman,Finland,Boxer
Jorge Fernandes (swimmer),Brazil,Swimmer
José Youshimatz,Mexico,Mexican retired track cyclist and road bicycle racer
Kerrith Brown,United Kingdom,Judoka
Irene de Kok,,Judoka
Jörg Hoffmann (luger),Germany,Luger
J. J. Isler,United States,Yachtswoman
Elizabeth Smylie,,Tennis player
Theresia Kiesl,,Athletics (sport) competitor
Thierry Perreux,,Handball
Thomas Fahrner,,Swimmer
Tian Bingyi,,Badminton player
Timo Jutila,Finland,Ice Hockey
Luciano Bruno,,Boxer
Grant Kenny,Australia,Canoe racer
Guido De Luigi,Italy,Volleyball
Han Yaqin,,Olympic rower
Hannu Virta,Finland,Ice Hockey
Wojciech Jankowski,,Rower
Wolfgang Staudinger,Germany,Luger
Yang Xiaojun,China,Volleyball
Zemfira Meftakhetdinova,,Sport shooter
Zhang Weihong,China,Handball
Zhu Jianhua,China,Chinese high jumper
Zina Garrison,South Africa,Tennis player
